case_id,n_reviewed,n_supported,n_unsupported,n_uncertain,hallucination_binary_strict,hallucination_binary_lenient,hallucination_count_strict,hallucination_count_lenient,hallucination_rate_strict,hallucination_rate_lenient,generated_observation_count,reference_observation_count,shared_observation_count,generated_only_count,reference_only_count,precision_obs,recall_obs,f1_obs,jaccard_obs,explainability_score_mean,composite_score,score_z,composite_z
1120464655611611,6,0,1,5,1,1,1,6,0.1666666666666666,1.0,7,2,1,6,1,0.1428571428571428,0.5,0.2222222222222222,0.125,1.84405587403588,2.041747948936283,1.746160987322518,2.2642891928794215
1121361352818853,7,0,1,6,1,1,1,7,0.1428571428571428,1.0,7,2,0,7,2,0.0,0.0,,0.0,-0.5106815051401639,-0.5285327474010243,-0.5432062207384141,-0.5500046200175568
1129351750845269,8,1,0,7,0,1,0,7,0.0,0.875,8,3,0,8,3,0.0,0.0,,0.0,-0.508476765149197,-0.5285327474010243,-0.5410626868215294,-0.5500046200175568
1129351755525523,9,1,0,8,0,1,0,8,0.0,0.8888888888888888,9,3,0,9,3,0.0,0.0,,0.0,-0.5091357257107731,-0.5285327474010243,-0.5417033538931183,-0.5500046200175568
1129351756805129,8,0,0,8,0,1,0,8,0.0,1.0,8,2,0,8,2,0.0,0.0,,0.0,-0.5074254177608136,-0.5285327474010243,-0.540040526024945,-0.5500046200175568
1137815052705433,6,1,2,3,1,1,2,5,0.3333333333333333,0.8333333333333334,6,4,0,6,4,0.0,0.0,,0.0,-0.5078819365443423,-0.5285327474010243,-0.5404843713310573,-0.5500046200175568
1141323651161513,9,0,3,6,1,1,3,9,0.3333333333333333,1.0,10,5,1,9,4,0.1,0.2,0.1333333333333333,0.0714285714285714,0.8666033356773661,0.7309047938042567,0.7958436362058844,0.828999348301963
1141323651503417,12,0,0,12,0,1,0,12,0.0,1.0,12,1,0,12,1,0.0,0.0,,0.0,-0.5137180775731021,-0.5285327474010243,-0.5461584944884927,-0.5500046200175568
1141323651568216,8,0,0,8,0,1,0,8,0.0,1.0,8,3,0,8,3,0.0,0.0,,0.0,-0.5112203347757558,-0.5285327474010243,-0.5437300918543035,-0.5500046200175568
1141323652164077,8,0,0,8,0,1,0,8,0.0,1.0,8,1,0,8,1,0.0,0.0,,0.0,-0.5093950148030405,-0.5285327474010243,-0.5419554448271199,-0.5500046200175568
1141323652541396,6,1,2,3,1,1,2,5,0.3333333333333333,0.8333333333333334,7,5,1,6,4,0.1428571428571428,0.2,0.1666666666666666,0.0909090909090909,1.2972885265426224,0.9622300564746141,1.214572519385798,1.0822857914626909
1141323653836642,9,2,1,6,1,1,1,7,0.1111111111111111,0.7777777777777778,9,4,0,9,4,0.0,0.0,,0.0,-0.5079040971238575,-0.5285327474010243,-0.540505916707838,-0.5500046200175568
1141323655108847,9,2,0,7,0,1,0,7,0.0,0.7777777777777778,10,4,1,9,3,0.1,0.25,0.1428571428571428,0.0769230769230769,0.9570155317453081,0.9108244425478682,0.8837458875215489,1.0259999152047514
1141323655972946,7,1,1,5,1,1,1,6,0.1428571428571428,0.8571428571428571,8,2,1,7,1,0.125,0.5,0.2,0.1111111111111111,1.662913786501863,1.9453624228236344,1.5700476088763868,2.1587531748957853
1141323657332361,7,0,0,7,0,1,0,7,0.0,1.0,7,1,0,7,1,0.0,0.0,,0.0,-0.5074206327602342,-0.5285327474010243,-0.54003587386139,-0.5500046200175568
1141323658800563,8,0,0,8,0,1,0,8,0.0,1.0,8,1,0,8,1,0.0,0.0,,0.0,-0.5124556565748001,-0.5285327474010243,-0.5449311197239696,-0.5500046200175568
1141323659218667,7,2,0,5,0,1,0,5,0.0,0.7142857142857143,7,1,0,7,1,0.0,0.0,,0.0,-0.5104188204681974,-0.5285327474010243,-0.5429508284898438,-0.5500046200175568
1141323659753947,5,0,0,5,0,1,0,5,0.0,1.0,5,2,0,5,2,0.0,0.0,,0.0,-0.5087706535917683,-0.5285327474010243,-0.5413484165887641,-0.5500046200175568
1151210452398109,8,0,0,8,0,1,0,8,0.0,1.0,8,1,0,8,1,0.0,0.0,,0.0,-0.5117179928514785,-0.5285327474010243,-0.5442139343793603,-0.5500046200175568
1151210453379869,9,1,0,8,0,1,0,8,0.0,0.8888888888888888,8,2,0,8,2,0.0,0.0,,0.0,-0.5078936418460511,-0.5285327474010243,-0.5404957516803607,-0.5500046200175568
1154028351114398,8,3,0,5,0,1,0,5,0.0,0.625,8,3,0,8,3,0.0,0.0,,0.0,-0.508454361534623,-0.5285327474010243,-0.5410409051566178,-0.5500046200175568
1156580359027235,5,2,0,3,0,1,0,3,0.0,0.6,5,3,0,5,3,0.0,0.0,,0.0,-0.5120588043292544,-0.5285327474010243,-0.5445452845453072,-0.5500046200175568
1156904254093116,4,0,0,4,0,1,0,4,0.0,1.0,4,1,0,4,1,0.0,0.0,,0.0,-0.5087843555402676,-0.5285327474010243,-0.5413617381556862,-0.5500046200175568
1156904255883502,7,0,1,6,1,1,1,7,0.1428571428571428,1.0,7,3,0,7,3,0.0,0.0,,0.0,-0.5099903859492936,-0.5285327474010243,-0.5425342877974278,-0.5500046200175568
1156909354721804,4,0,1,3,1,1,1,4,0.25,1.0,4,5,0,4,5,0.0,0.0,,0.0,-0.5094875344823507,-0.5285327474010243,-0.542045396055561,-0.5500046200175568
1187988654357764,10,1,0,9,0,1,0,9,0.0,0.9,10,3,0,10,3,0.0,0.0,,0.0,-0.5070062916569867,-0.5285327474010243,-0.5396330353354826,-0.5500046200175568
1187988654972841,8,0,0,8,0,1,0,8,0.0,1.0,7,3,0,7,3,0.0,0.0,,0.0,-0.5100289746790735,-0.5285327474010243,-0.5425718052604537,-0.5500046200175568
1188092353367019,5,3,0,2,0,1,0,2,0.0,0.4,6,4,1,5,3,0.1666666666666666,0.25,0.2,0.1111111111111111,1.6283224675907535,1.270663740035091,1.5364165840754884,1.4200010490103283
1188092357292244,9,2,0,7,0,1,0,7,0.0,0.7777777777777778,10,5,1,9,4,0.1,0.2,0.1333333333333333,0.0714285714285714,0.8667751833288185,0.7309047938042567,0.7960107131722997,0.828999348301963
1192422656051681,3,0,3,0,1,1,3,3,1.0,1.0,3,1,0,3,1,0.0,0.0,,0.0,-0.5083026675429452,-0.5285327474010243,-0.5408934223616029,-0.5500046200175568
1192422656091680,6,0,0,6,0,1,0,6,0.0,1.0,6,1,0,6,1,0.0,0.0,,0.0,-0.5083736641410201,-0.5285327474010243,-0.5409624480138706,-0.5500046200175568
1192422658367071,6,0,0,6,0,1,0,6,0.0,1.0,5,1,0,5,1,0.0,0.0,,0.0,-0.5093270203628897,-0.5285327474010243,-0.5418893379894791,-0.5500046200175568
1193411452152296,5,1,1,3,1,1,1,4,0.2,0.8,6,3,1,5,2,0.1666666666666666,0.3333333333333333,0.2222222222222222,0.125,1.7830687805666896,1.5705298212744436,1.6868669644994008,1.7483353271816424
1207404151988570,9,2,0,7,0,1,0,7,0.0,0.7777777777777778,9,3,0,9,3,0.0,0.0,,0.0,-0.509860910047723,-0.5285327474010243,-0.5424084062932265,-0.5500046200175568
1207404152874646,10,0,2,8,1,1,2,10,0.2,1.0,10,3,0,10,3,0.0,0.0,,0.0,-0.5087007953268611,-0.5285327474010243,-0.5412804976682488,-0.5500046200175568
1207404152969052,3,0,1,2,1,1,1,3,0.3333333333333333,1.0,8,1,0,8,1,0.0,0.0,,0.0,-0.5128851740791818,-0.5285327474010243,-0.5453487133369626,-0.5500046200175568
