case_id,explainability_score_mean,explainability_score_median,composite_score
1093360951115198,-0.5099968988378751,-0.517074229840689,-0.5285327474010243
1207404154973829,-0.5100187523908573,-0.5187017492361097,-0.5285327474010243
1187988654972841,-0.5100289746790735,-0.5196425582198873,-0.5285327474010243
1213679951835810,-0.5100528494959029,-0.5160015389359627,-0.5285327474010243
1053232652195893,-0.5100799764918397,-0.5159598135325896,-0.5285327474010243
1141323651943964,-0.5100900673792393,-0.5184771581943,-0.5285327474010243
1212474153352013,-0.5101602066146538,-0.515921758587903,-0.5285327474010243
1093360955646831,-0.5101984774767102,-0.5197322098234303,-0.5285327474010243
1151210456889771,-0.5102490439678172,-0.5184251626909632,-0.5285327474010243
1188092356440140,-0.5102928669991496,-0.5185572958778624,-0.5285327474010243
1052372559223989,-0.510322437980876,-0.5153764341180449,-0.5285327474010243
1207404153353190,-0.5103249740022228,-0.5180964613272139,-0.5285327474010243
1151210451244125,-0.5103263345091527,-0.5165784146088959,-0.5285327474010243
1160762852356321,-0.5103316723258101,-0.5196704716395618,-0.5285327474010243
1230366752329768,-0.5103580265699887,-0.5176998684515088,-0.5285327474010243
1120464657940242,-0.5103926397107078,-0.5173730024689618,-0.5285327474010243
1105293559503672,-0.5104140486694724,-0.5209681013231193,-0.5285327474010243
1141323659218667,-0.5104188204681974,-0.5138219470921521,-0.5285327474010243
1086720257163975,-0.5104493540568926,-0.5200798322663036,-0.5285327474010243
1041064156031350,-0.510459886777693,-0.519830744186309,-0.5285327474010243
1156904257778607,-0.5104862972366563,-0.5185804415729692,-0.5285327474010243
1218577557648356,-0.5105122760446998,-0.5162916377627298,-0.5285327474010243
1093360959243134,-0.5105202222747685,-0.5156307905120341,-0.5285327474010243
1093360959885828,-0.5105533499022923,-0.5196720136780119,-0.5285327474010243
1247519858466988,-0.5105962034895745,-0.5188611221049938,-0.5285327474010243
1052372556078456,-0.5106410189236105,-0.5200142308847946,-0.5285327474010243
1004616653492798,-0.51066331142943,-0.5172397641023003,-0.5285327474010243
1121361352818853,-0.5106815051401639,-0.5152884567753597,-0.5285327474010243
1093360952402828,-0.5107046651698698,-0.5180886176673439,-0.5285327474010243
1075418454594848,-0.5107122232468475,-0.5178207176884344,-0.5285327474010243
1026887759301985,-0.5107152590411408,-0.5207177258322846,-0.5285327474010243
1027414553356050,-0.5107267177341466,-0.5182912328595999,-0.5285327474010243
1044929752837403,-0.5107463484074958,-0.5198804712151361,-0.5285327474010243
1102224551656138,-0.5107872868830476,-0.5196147404689597,-0.5285327474010243
1004616650051329,-0.5108065920585181,-0.5189724510415119,-0.5285327474010243
1230366754218896,-0.5108249534247288,-0.5184725686600087,-0.5285327474010243
1105227359032183,-0.5108330247105882,-0.5200392408366543,-0.5285327474010243
1156909356084617,-0.5108922084482007,-0.5191620039443663,-0.5285327474010243
1105293555372843,-0.5108985867387162,-0.5193822885210184,-0.5285327474010243
1095905453881360,-0.5109414817650345,-0.5200697596764552,-0.5285327474010243
1218577553295276,-0.5109790169209727,-0.5178912793054924,-0.5285327474010243
1236922159986698,-0.5109894006976624,-0.5186711837184923,-0.5285327474010243
1102224558274962,-0.5109911560399417,-0.5213940064003,-0.5285327474010243
1243354150247294,-0.5110334692870004,-0.5188732775279141,-0.5285327474010243
1093360954870311,-0.5110792380147396,-0.5177917445115741,-0.5285327474010243
1230366751202805,-0.5111475310903454,-0.5163821930862937,-0.5285327474010243
1211086350751429,-0.5111577587906846,-0.5189212957466437,-0.5285327474010243
1093360958929044,-0.5112026609273297,-0.5163784305778094,-0.5285327474010243
1141323651568216,-0.5112203347757558,-0.5195957286168523,-0.5285327474010243
1105293558831403,-0.5112423155053593,-0.5192902440979783,-0.5285327474010243
1156909359413372,-0.5112478136864382,-0.5195595724966414,-0.5285327474010243
1086720257761141,-0.511365325629407,-0.5220643112482339,-0.5285327474010243
1093360954300688,-0.5116010839805613,-0.5177072186799191,-0.5285327474010243
1151210452398109,-0.5117179928514785,-0.5185332107163478,-0.5285327474010243
1093360957629869,-0.5117651867824106,-0.5170718013552505,-0.5285327474010243
1141323658971300,-0.5117694020569997,-0.5205965804525011,-0.5285327474010243
1141323655277653,-0.5117835114174337,-0.5198840401978007,-0.5285327474010243
1026887757976739,-0.512007072370544,-0.5194769162558517,-0.5285327474010243
1105293557171514,-0.5120247194316025,-0.5180834973048678,-0.5285327474010243
1156580359027235,-0.5120588043292544,-0.5190215531659857,-0.5285327474010243
1218928559956784,-0.5120770116166065,-0.5181478189292903,-0.5285327474010243
1247519850639335,-0.5121637836440788,-0.5184657132616419,-0.5285327474010243
1141323658800563,-0.5124556565748001,-0.5192268454875375,-0.5285327474010243
1214513754833205,-0.5124933004731945,-0.5192045728470582,-0.5285327474010243
1243342155644325,-0.5127099916833986,-0.5194247439714613,-0.5285327474010243
1207404152969052,-0.5128851740791818,-0.5196177000706941,-0.5285327474010243
1193411457363067,-0.5132733025228786,-0.5197816632815675,-0.5285327474010243
1026887754103072,-0.5135425342317724,-0.5220832527624453,-0.5285327474010243
1141323651503417,-0.5137180775731021,-0.5234854087520358,-0.5285327474010243
1218577556043671,-0.515042785575284,-0.5198301663578655,-0.5285327474010243
