case_id,explainability_score_mean,explainability_score_median
1218577557910301,1.0775077938421742,1.0796783938580048
1086720259071382,1.0035092808487147,1.0022244708481307
1141323652541396,0.9925803865299035,0.9924585457824248
1141323659798652,0.9464837626270146,0.9381209611073622
1141323655108847,0.9397952584503316,0.9356073918453397
1086720253652133,0.9150464052446322,0.9176288459677617
1211086359358922,0.8920684042393283,0.8931388565682841
1187988653021526,0.8908124329167492,0.8973207353077439
1218577555494760,0.8724345391556324,0.8669103168873995
1192869255947318,0.8590178398829096,0.8561119836169288
1102224550078440,0.8544854975479153,0.8566646939795948
1156909351983905,0.8232398533926953,0.8225060678313506
1026887753452091,0.7786487127007059,0.7832754588532457
1141323651161513,0.7651412439526136,0.7656864673347388
1188092357292244,0.7647377483836142,0.7725998995054132
1088636254849848,0.761348011396877,0.7582568958958849
1093360950636786,0.7208546969040595,0.7151933107260735
1147406559155076,0.7151084591723628,0.7169488472499231
1093360956535476,0.6069235871209061,0.6069516678889033
1211086353008088,0.5940608813752839,0.5981273958352462
1105293553884408,0.5658140658945493,0.5718605130058176
1218928559956784,-0.5016755200208549,-0.5000236128655484
1088636252555178,-0.5032549142659538,-0.5036382218224136
1004616657379357,-0.5056196071619239,-0.49709215584280353
1218577553295276,-0.5062315573867959,-0.5050339944965265
1192869254164323,-0.5069773258000186,-0.5091611625300787
1095905459281953,-0.5071357566851816,-0.503736484216335
1236922159986698,-0.5081793473257914,-0.5138945574902911
1187988656855230,-0.5083872194900094,-0.5093394886717415
1218577559200846,-0.5087746260872855,-0.5074300279128976
1247519856545860,-0.5088661043402702,-0.5099195120706699
1093360954870311,-0.5091147506423055,-0.5093487965428897
1230366751202805,-0.5091292888935142,-0.5082861781280927
1071547759170987,-0.5093689548771345,-0.5130674945649603
1218577556043671,-0.5094090618931207,-0.513669980352486
1236922150178679,-0.5094775523772394,-0.508343937682896
1211086352268728,-0.5096331833541171,-0.5118038319707847
1105227353537165,-0.5098127541893379,-0.5176301022848312
1041064159980986,-0.5098670728570482,-0.5151832617925048
1211086355498995,-0.5098753955078469,-0.510631302338528
1105293559503672,-0.5100692315944979,-0.5167088737064056
1212474152979134,-0.5100793488267745,-0.5138846268653873
1043978150501762,-0.5101434271464896,-0.506291709072306
1187988654972841,-0.5103130636239709,-0.5056937971119873
1101693551683155,-0.5103366741938887,-0.5067746989508717
1218577553930112,-0.5105590919752406,-0.5079924975163437
1121361352818853,-0.5105620265589529,-0.5089688115898519
1147406556451222,-0.5105771191081572,-0.5065373732876913
1102224555490259,-0.5106749861460874,-0.5027754970391358
1095905453881360,-0.5106761778818321,-0.5122782522588003
1088569657959841,-0.510764251829517,-0.5094861477231369
1088636256034024,-0.5108020243760245,-0.5044988477910337
1093360952935265,-0.5108729258995882,-0.5097896999101934
1156909356084617,-0.5109053793179803,-0.5155309895025519
1093360950289849,-0.5109163948458001,-0.509899294926175
1151210451244125,-0.5111097220470343,-0.5121623723774911
1093360955646831,-0.5112164888539066,-0.5073310117642698
1053232652195893,-0.5112358096783133,-0.5171521717991874
1141323652164077,-0.5112695357734639,-0.5102651231531772
1102224550146341,-0.5113112034507641,-0.5088837170051517
1211086350751429,-0.5113902280454099,-0.5163845556559439
1086720250482798,-0.5114088520730986,-0.5147906603198571
1027414558307391,-0.5114135726070262,-0.5131760821651465
1247519858387960,-0.5115506650551924,-0.50999609708986
1156904254093116,-0.5115664550726633,-0.5194943389774537
1027414553356050,-0.511566756954529,-0.5100212935800933
1065000155609649,-0.5115712628477518,-0.5096677358615538
1093360952624179,-0.5115952967661336,-0.51131212898966
1105293555372843,-0.5116647229042487,-0.5108539652705462
1120464657940242,-0.5116707122701238,-0.5078593198947448
1230366753999109,-0.5117151670761326,-0.5130322465018771
1052372559223989,-0.5118290706613268,-0.5131682271157991
1156904255883502,-0.5118381025116555,-0.5107061978371015
1105293558831403,-0.5119095911744609,-0.5078998226754188
1040237258736291,-0.5119628219797456,-0.5085602605707452
1121287359983953,-0.5120362413184383,-0.513449184505533
1093360953512860,-0.5121444538216863,-0.5119429279313387
1230366754218896,-0.5122132429187827,-0.5117327801050178
1093360955447530,-0.5123535476095651,-0.5092799821199028
1188092350969842,-0.5123557040680665,-0.5100696783909069
1213679951835810,-0.5123618459464405,-0.5147698273109892
1154028351114398,-0.5124143163269341,-0.512235917161988
1093360959885828,-0.5124560456148223,-0.5132484930843204
1105293557214202,-0.512479326136993,-0.5119070028233408
1129351755831566,-0.5125114063178478,-0.5129436714180982
1207404151988570,-0.512610111078412,-0.5104925346051681
1105293553792271,-0.5127066749573261,-0.5197967468051188
1147406556896759,-0.5127531349942137,-0.5092102900813413
1207404154973829,-0.5127773209106351,-0.5168360807896915
1137815052705433,-0.5127844945440891,-0.5115135833714066
1141323659218667,-0.5127926163562198,-0.5140534721937515
1214513754100996,-0.5128094914007671,-0.5074456922486276
1093360959243134,-0.5128447822789949,-0.5150021245985537
1053232651742525,-0.5128529860987369,-0.5143410901913443
1147406558721487,-0.5128892947942908,-0.5203913893260671
1147406559083645,-0.5130079642071359,-0.5143412521935562
1093360957695180,-0.513026053127853,-0.5076542523265746
1026887757976739,-0.5131460062898631,-0.5094284675907068
1043978156925922,-0.5131755537822944,-0.5080180484774599
1213679950323020,-0.5132606223041067,-0.5124299881093181
1156904257778607,-0.5132961350211842,-0.5135184290601811
1093360950290463,-0.5133606833051609,-0.5102463988909753
1043978156140154,-0.5134185550776117,-0.514801757899493
1141323653410264,-0.5134389392607481,-0.5135281778817232
1188092355238105,-0.5134549510640184,-0.5151028879933407
1086720251723789,-0.5134728640975579,-0.5164218006107778
1156909354721804,-0.5135339872991029,-0.5157777046158452
1105293551882937,-0.5136143537810967,-0.516197638457411
1093360957290683,-0.5136182115327198,-0.5118659599877571
1151210452398109,-0.5136607154442148,-0.5160256746003107
1040237251966612,-0.5136665558140582,-0.5078947297921184
1105227353702175,-0.5138158793247595,-0.5153448096720872
1147406550955371,-0.513920876456574,-0.5190818036086078
1093360951816597,-0.5140043050826125,-0.51660977920818
1147406552522246,-0.5140251960503869,-0.5153394140512156
1129351755525523,-0.514091231192796,-0.5135930492815493
1105293550367895,-0.5141362001145589,-0.5134909321668525
1004616653492798,-0.5141712377976313,-0.5156452704313301
1088569659532499,-0.5142121346076844,-0.5136195244175595
1093360958929044,-0.5142764120489169,-0.5185583482318644
1102224551656138,-0.5143923611703592,-0.5137995149044315
1141323657332361,-0.5144402816378276,-0.5155051677857969
1105227359032183,-0.5145335095065766,-0.5123940915853269
1026887759301985,-0.5145648639169011,-0.5189079016233472
1141323655277653,-0.514601051298566,-0.5149576316623106
1141323655420069,-0.514607842352977,-0.5190502024157371
1004616650051329,-0.5146315084616677,-0.5175927388016004
1190622252008677,-0.5146540511775597,-0.5147996538261916
1093360956058164,-0.514693550850198,-0.5135999926504594
1093360954694185,-0.5146985488892546,-0.5128184606115014
1189309155255832,-0.5147075607730953,-0.5110387792991438
1193411457363067,-0.5147350713894077,-0.512179759631797
1160762852356321,-0.5147830786285932,-0.5162618472495946
1156580359027235,-0.514838185856776,-0.5127742513737001
1093360957629869,-0.514864742580888,-0.515147009643143
1121287353762508,-0.5148828631025939,-0.5116383507151397
1141323651943964,-0.5148961516974492,-0.517237240089014
1207404152969052,-0.5150392932404502,-0.5103646172835723
1218577557648356,-0.5151082014607766,-0.5205190745764368
1192422658367071,-0.5151710202532113,-0.5186788695679573
1151210456889771,-0.5151751228474465,-0.5169740072340785
1093360951115198,-0.5152791612611508,-0.5111993755757913
1141323658971300,-0.5152798175122296,-0.5168270432151666
1192422656091680,-0.5152865679417299,-0.5183994579279896
1102224553978610,-0.5153090063925211,-0.5151965439844859
1218577556614076,-0.5153124514634778,-0.5181253831334305
1043978155725911,-0.5154794314598862,-0.5224746352077242
1212474153352013,-0.515529134215058,-0.519102679210582
1129351757001251,-0.5157308385982645,-0.5133439521087717
1086720257163975,-0.5157321473136666,-0.5255940645188084
1230366758981887,-0.515880045132715,-0.5101814753240143
1086720259535316,-0.5159979252097446,-0.5169603645241716
1093360955438657,-0.5160079316095763,-0.5199580982421368
1093360952402828,-0.5160149130428285,-0.5194170724335995
1086720251707133,-0.5160294376957715,-0.51601931175314
1207404156502688,-0.5161046624550227,-0.5107600296335753
1156909359413372,-0.5161492615133056,-0.5127731647242074
1105293556129930,-0.5161741745377626,-0.5186680800432153
1207404153353190,-0.5162218160948712,-0.5149724798501916
1041064156031350,-0.5162241991370582,-0.5228300017547038
1147406554696391,-0.5163003376893268,-0.5161633744422425
1190622259697640,-0.516321978045513,-0.520716620792601
1093360951002383,-0.5163372192000519,-0.5207102746707476
1044929754773340,-0.5163509041496154,-0.5209639355420953
1141323653836642,-0.5164491965905778,-0.5124123602259122
1026887754103072,-0.5165578791216785,-0.5161183834112015
1075418454594848,-0.5166881731269913,-0.5192265994775316
1041064156839020,-0.5168070132300346,-0.5196233456788804
1071547752467293,-0.5168608029418191,-0.5126082512707535
1141323658006032,-0.5169145319190316,-0.5188430847120685
1230366752329768,-0.516984259663804,-0.5165566286698142
1102224552391187,-0.5170799657295062,-0.517438187134815
1151210453379869,-0.5172082725362567,-0.5222658166799636
1192422656051681,-0.5172395150121711,-0.5174657254904202
1234073751192088,-0.5173322140641446,-0.5175058563784818
1129351756805129,-0.5173333292438154,-0.5192312545039859
1093360959225625,-0.5173694786798723,-0.5151254337144398
1247519850639335,-0.5174412740718213,-0.5235816620940414
1040237259239338,-0.5174478711044831,-0.5173902847051552
1075418456348027,-0.5177892768384043,-0.5242323247601088
1044929756486000,-0.5178639433891589,-0.5276736272475351
1247519858466988,-0.5180967081413015,-0.5199998584226837
1243342155644325,-0.5181328264998935,-0.5188724853206884
1218577553923012,-0.5182638980494912,-0.5181387195139373
1188092356440140,-0.5182673082164327,-0.5187436764271931
1218577554133721,-0.5183583310316645,-0.5164010508785738
1121361355481818,-0.5183967317710355,-0.5209866415870692
1129351750845269,-0.5184675745132071,-0.5175369680772863
1218577554211038,-0.5185782383756535,-0.5218739179119622
1027414559166131,-0.5186745469426515,-0.5163568058508334
1102224558274962,-0.518723627749504,-0.5192741108912265
1097544659969148,-0.518796085648797,-0.5177121032632706
1027414556140866,-0.5188621844948813,-0.5185152309551446
1189309155430447,-0.5189929213405529,-0.5243591884795993
1212474157320234,-0.5189960439662042,-0.5205731272246454
1086720257761141,-0.519009688601813,-0.52246386497019
1141323651503417,-0.5190439225271802,-0.5213823206568597
1043978156498272,-0.519401430744826,-0.5161396892601862
1207404152874646,-0.5194109381415016,-0.5132265002171825
1105293557171514,-0.5194435879838871,-0.5205673083865803
1141323659753947,-0.5197214341317997,-0.5130748794914503
1102224558402174,-0.5197760322450111,-0.5163678515196659
1052372556078456,-0.5197986699377506,-0.521940633286254
1243354150247294,-0.5198251189711549,-0.5217936993014944
1167394853339862,-0.5198555910829092,-0.5205271818659192
1120464650533006,-0.5200422189835346,-0.5223287895058208
1137815055092691,-0.5201352678467243,-0.5185331532898596
1141323658800563,-0.5203469504426791,-0.5168489739908702
1241006655755138,-0.5204535011594088,-0.5183939888899232
1040237256446284,-0.5206238343883023,-0.5204753697300106
1129351755101140,-0.5207106350657846,-0.5200368282592065
1044929752837403,-0.520834500009971,-0.5229683928782026
1097544651473674,-0.5211641676551354,-0.5260604085219378
1093360954300688,-0.5215154232730427,-0.5244705883636154
1192869253222889,-0.5216524874154325,-0.5185815928271069
1141323651568216,-0.5219617085786242,-0.5222353097926504
1156909351887095,-0.5220191511969887,-0.5191536660668326
1154028358773579,-0.522961583149876,-0.5202177756431587
1214513754833205,-0.5233468408916304,-0.5231687518849821
1187988654357764,-0.5234278553640532,-0.5269138770196176
